"","V1","V2"
"9354","Mexico"," Culex jalisco"
"9355","Mexico"," Culex lactator"
"9356","Mexico"," Culex limacifer"
"9357","Mexico"," Culex mollis"
"9358","Mexico"," Culex mutator"
"9359","Mexico"," Culex nigripalpus"
"9360","Mexico"," Culex ousqua"
"9361","Mexico"," Culex panocossa"
"9362","Mexico"," Culex peccator"
"9363","Mexico"," Culex pedroi"
"9364","Mexico"," Culex pilosus"
"9365","Mexico"," Culex pinarocampa"
"9366","Mexico"," Culex pipiens pallens"
"9367","Mexico"," Culex quinquefasciatus"
"9368","Mexico"," Culex reevesi"
"9369","Mexico"," Culex rejector"
"9370","Mexico"," Culex restrictor"
"9371","Mexico"," Culex restuans"
"9372","Mexico"," Culex rooti"
"9373","Mexico"," Culex salinarius"
"9374","Mexico"," Culex sandrae"
"9375","Mexico"," Culex schicki"
"9376","Mexico"," Culex spissipes"
"9377","Mexico"," Culex stenolepis"
"9378","Mexico"," Culex stigmatosoma"
"9379","Mexico"," Culex taeniopus"
"9380","Mexico"," Culex tarsalis"
"9381","Mexico"," Culex theobaldi"
"9382","Mexico"," Culex thriambus"
"9383","Mexico"," Culex trifidus"
"9384","Mexico"," Culex usquatus"
"9385","Mexico"," Culiseta incidens"
"9386","Mexico"," Culiseta inornata"
"9387","Mexico"," Culiseta particeps"
"9388","Mexico"," Deinocerites belkini"
"9389","Mexico"," Deinocerites cancer"
"9390","Mexico"," Deinocerites howardi"
"9391","Mexico"," Deinocerites mathesoni"
"9392","Mexico"," Deinocerites mcdonaldi"
"9393","Mexico"," Deinocerites pseudes"
"9394","Mexico"," Georgecraigius epactius"
"9395","Mexico"," Georgecraigius fluviatilis"
"9396","Mexico"," Haemagogus anastasionis"
"9397","Mexico"," Haemagogus equinus"
"9398","Mexico"," Haemagogus mesodentatus"
"9399","Mexico"," Haemagogus regalis"
"9400","Mexico"," Howardina allotecnon"
"9401","Mexico"," Howardina cozumelensis"
"9402","Mexico"," Howardina guerrero"
"9403","Mexico"," Howardina lorraineae"
"9404","Mexico"," Howardina quadrivittata"
"9405","Mexico"," Howardina sexlineata"
"9406","Mexico"," Jarnellius laguna"
"9407","Mexico"," Jarnellius monticola"
"9408","Mexico"," Johnbelkinia ulopus"
"9409","Mexico"," Kompia purpureipes"
"9410","Mexico"," Lewnielsenius muelleri"
"9411","Mexico"," Limatus durhamii"
"9412","Mexico"," Lutzia allostigma"
"9413","Mexico"," Lutzia bigoti"
"9414","Mexico"," Mansonia dyari"
"9415","Mexico"," Mansonia indubitans"
"9416","Mexico"," Mansonia titillans"
"9417","Mexico"," Ochlerotatus angustivittatus"
"9418","Mexico"," Ochlerotatus atactavittatus"
"9419","Mexico"," Ochlerotatus bimaculatus"
"9420","Mexico"," Ochlerotatus campestris"
"9421","Mexico"," Ochlerotatus canadensis"
"9422","Mexico"," Ochlerotatus condolescens"
"9423","Mexico"," Ochlerotatus dorsalis"
"9424","Mexico"," Ochlerotatus dupreei"
"9425","Mexico"," Ochlerotatus euplocamus"
"9426","Mexico"," Ochlerotatus fulvus"
"9427","Mexico"," Ochlerotatus hastatus"
"9428","Mexico"," Ochlerotatus infirmatus"
"9429","Mexico"," Ochlerotatus mitchellae"
"9430","Mexico"," Ochlerotatus nigromaculis"
"9431","Mexico"," Ochlerotatus scapularis"
"9432","Mexico"," 'Ochlerotatus' sensu auctorum amabilis"
"9433","Mexico"," 'Ochlerotatus' sensu auctorum brelandi"
"9434","Mexico"," 'Ochlerotatus' sensu auctorum burgeri"
"9435","Mexico"," 'Ochlerotatus' sensu auctorum chionotum"
"9436","Mexico"," 'Ochlerotatus' sensu auctorum diazi"
"9437","Mexico"," 'Ochlerotatus' sensu auctorum gabriel"
"9438","Mexico"," 'Ochlerotatus' sensu auctorum homoeopus"
"9439","Mexico"," 'Ochlerotatus' sensu auctorum idanus"
"9440","Mexico"," 'Ochlerotatus' sensu auctorum knabi"
"9441","Mexico"," 'Ochlerotatus' sensu auctorum kompi"
"9442","Mexico"," 'Ochlerotatus' sensu auctorum niveoscutum"
"9443","Mexico"," 'Ochlerotatus' sensu auctorum podographicus"
"9444","Mexico"," 'Ochlerotatus' sensu auctorum sandrae"
"9445","Mexico"," 'Ochlerotatus' sensu auctorum schicki"
"9446","Mexico"," 'Ochlerotatus' sensu auctorum schroederi"
"9447","Mexico"," 'Ochlerotatus' sensu auctorum sumidero"
"9448","Mexico"," 'Ochlerotatus' sensu auctorum tehuantepec"
"9449","Mexico"," 'Ochlerotatus' sensu auctorum terrens"
"9450","Mexico"," 'Ochlerotatus' sensu auctorum vargasi"
"9451","Mexico"," 'Ochlerotatus' sensu auctorum zoosophus"
"9452","Mexico"," Ochlerotatus serratus"
"9453","Mexico"," Ochlerotatus shannoni"
"9454","Mexico"," Ochlerotatus sollicitans"
"9455","Mexico"," Ochlerotatus spencerii"
"9456","Mexico"," Ochlerotatus squamiger"
"9457","Mexico"," Ochlerotatus stigmaticus"
"9458","Mexico"," Ochlerotatus taeniorhynchus"
"9459","Mexico"," Ochlerotatus tormentor"
"9460","Mexico"," Ochlerotatus tortilis"
"9461","Mexico"," Ochlerotatus trivittatus"
"9462","Mexico"," Orthopodomyia kummi"
"9463","Mexico"," Orthopodomyia signifera"
"9464","Mexico"," Pseudoficalbia anhydor syntheta"
"9465","Mexico"," Psorophora albipes"
"9466","Mexico"," Psorophora champerico"
"9467","Mexico"," Psorophora ciliata"
"9468","Mexico"," Psorophora cilipes"
"9469","Mexico"," Psorophora cingulata"
"9470","Mexico"," Psorophora columbiae"
"9471","Mexico"," Psorophora confinnis"
"9472","Mexico"," Psorophora cyanescens"
"9473","Mexico"," Psorophora discolor"
"9474","Mexico"," Psorophora ferox"
"9475","Mexico"," Psorophora howardii"
"9476","Mexico"," Psorophora lineata"
"9477","Mexico"," Psorophora longipalpus"
"9478","Mexico"," Psorophora lutzii"
"9479","Mexico"," Psorophora mexicana"
"9480","Mexico"," Psorophora pruinosa"
"9481","Mexico"," Psorophora signipennis"
"9482","Mexico"," Psorophora stonei"
"9483","Mexico"," Psorophora totonaci"
"9484","Mexico"," Psorophora varipes"
"9485","Mexico"," Sabethes chloropterus"
"9486","Mexico"," Sabethes cyaneus"
"9487","Mexico"," Sabethes gymnothorax"
"9488","Mexico"," Sabethes ortizi"
"9489","Mexico"," Sabethes tarsopus"
"9490","Mexico"," Shannoniana fluviatilis"
"9491","Mexico"," Shannoniana moralesi"
"9492","Mexico"," Shannoniana schedocyclia"
"9493","Mexico"," Stegomyia aegypti"
"9494","Mexico"," Stegomyia albopicta"
"9495","Mexico"," Toxorhynchites grandiosus"
"9496","Mexico"," Toxorhynchites haemorrhoidalis"
"9497","Mexico"," Toxorhynchites moctezuma"
"9498","Mexico"," Toxorhynchites superbus"
"9499","Mexico"," Trichoprosopon digitatum"
"9500","Mexico"," Trichoprosopon soaresi"
"9501","Mexico"," Uranotaenia anhydor"
"9502","Mexico"," Uranotaenia apicalis"
"9503","Mexico"," Uranotaenia coatzacoalcos"
"9504","Mexico"," Uranotaenia geometrica"
"9505","Mexico"," Uranotaenia leucoptera"
"9506","Mexico"," Uranotaenia lowii"
"9507","Mexico"," Uranotaenia pulcherrima"
"9508","Mexico"," Uranotaenia sapphirina"
"9509","Mexico"," Uranotaenia socialis"
"9510","Mexico"," Wyeomyia abebela"
"9511","Mexico"," Wyeomyia adelpha"
"9512","Mexico"," Wyeomyia aporonoma"
"9513","Mexico"," Wyeomyia arthrostigma"
"9514","Mexico"," Wyeomyia celaenocephala"
"9515","Mexico"," Wyeomyia guatemala"
"9516","Mexico"," Wyeomyia jocosa"
"9517","Mexico"," Wyeomyia melanopus"
"9518","Mexico"," Wyeomyia mitchellii"
"9519","Mexico"," Wyeomyia nigritubus"
"9520","Mexico"," Wyeomyia pertinans"
"9521","Mexico"," Wyeomyia pseudopecten"
"9522","Mexico"," Wyeomyia stonei"
"9523","Micronesia, Federated States of","Aedeomyia catasticta"
"9524","Micronesia, Federated States of"," Aedimorphus senyavinensis"
"9525","Micronesia, Federated States of"," Aedimorphus trukensis"
"9526","Micronesia, Federated States of"," Aedimorphus vexans"
"9527","Micronesia, Federated States of"," Culex annulirostris"
"9528","Micronesia, Federated States of"," Culex bitaeniorhynchus"
"9529","Micronesia, Federated States of"," Culex carolinensis"
"9530","Micronesia, Federated States of"," Culex gossi"
"9531","Micronesia, Federated States of"," Culex kusaiensis"
"9532","Micronesia, Federated States of"," Culex maplei"
"9533","Micronesia, Federated States of"," Culex nigropunctatus"
"9534","Micronesia, Federated States of"," Culex pullus"
"9535","Micronesia, Federated States of"," Culex quinquefasciatus"
"9536","Micronesia, Federated States of"," Culex tritaeniorhynchus"
"9537","Micronesia, Federated States of"," Lorrainea lamellifera"
"9538","Micronesia, Federated States of"," Lutzia fuscana"
"9539","Micronesia, Federated States of"," Stegomyia aegypti"
"9540","Micronesia, Federated States of"," Stegomyia hakanssoni"
"9541","Micronesia, Federated States of"," Stegomyia hensilli"
"9542","Micronesia, Federated States of"," Stegomyia maehleri"
"9543","Micronesia, Federated States of"," Stegomyia marshallensis"
"9544","Micronesia, Federated States of"," Stegomyia scutoscripta"
"9545","Micronesia, Federated States of"," Verrallina pipkini"
"9546","Moldova","Anopheles algeriensis"
"9547","Moldova"," Anopheles atroparvus"
"9548","Moldova"," Anopheles claviger"
"9549","Moldova"," Anopheles hyrcanus"
"9550","Moldova"," Anopheles maculipennis"
"9551","Moldova"," Anopheles messeae"
"9552","Moldova"," Culiseta glaphyroptera"
"9553","Moldova"," Ochlerotatus caspius"
"9554","Moldova"," Ochlerotatus cataphylla"
"9555","Moldova"," Ochlerotatus duplex"
"9556","Moldova"," Ochlerotatus hungaricus"
"9557","Mongolia","Aedes cinereus"
"9558","Mongolia"," Aedimorphus vexans"
"9559","Mongolia"," Aedimorphus vexans nipponii"
"9560","Mongolia"," Anopheles hyrcanus"
"9561","Mongolia"," Anopheles messeae"
"9562","Mongolia"," Culex modestus"
"9563","Mongolia"," Culex theileri"
"9564","Mongolia"," Culex vagans"
"9565","Mongolia"," Culiseta alaskaensis"
"9566","Mongolia"," Culiseta bergrothi"
"9567","Mongolia"," Ochlerotatus cantans"
"9568","Mongolia"," Ochlerotatus caspius"
"9569","Mongolia"," Ochlerotatus cataphylla"
"9570","Mongolia"," Ochlerotatus communis"
"9571","Mongolia"," Ochlerotatus detritus"
"9572","Mongolia"," Ochlerotatus dorsalis"
"9573","Mongolia"," Ochlerotatus excrucians"
"9574","Mongolia"," Ochlerotatus leucomelas"
"9575","Mongolia"," Ochlerotatus pullatus"
"9576","Mongolia"," Ochlerotatus riparius"
"9577","Mongolia"," Ochlerotatus sticticus"
"9578","Mongolia"," Ochlerotatus stramineus"
"9579","Montserrat","Anopheles albimanus"
"9580","Montserrat"," Anopheles aquasalis"
"9581","Montserrat"," Anopheles argyritarsis"
"9582","Montserrat"," Culex atratus"
"9583","Montserrat"," Culex bisulcatus"
"9584","Montserrat"," Culex declarator"
"9585","Montserrat"," Culex habilitator"
"9586","Montserrat"," Culex madininensis"
"9587","Montserrat"," Culex nigripalpus"
"9588","Montserrat"," Culex quinquefasciatus"
"9589","Montserrat"," Howardina busckii"
"9590","Montserrat"," Ochlerotatus taeniorhynchus"
"9591","Montserrat"," Ochlerotatus tortilis"
"9592","Montserrat"," Stegomyia aegypti"
"9593","Montserrat"," Toxorhynchites guadeloupensis"
"9594","Montserrat"," Toxorhynchites portoricensis"
"9595","Montserrat"," Wyeomyia grayii"
"9596","Morocco","Acartomyia mariae"
"9597","Morocco"," Aedimorphus vexans"
"9598","Morocco"," Anopheles algeriensis"
"9599","Morocco"," Anopheles cinereus"
"9600","Morocco"," Anopheles claviger"
"9601","Morocco"," Anopheles coustani"
"9602","Morocco"," Anopheles dthali"
"9603","Morocco"," Anopheles funestus"
"9604","Morocco"," Anopheles gambiae"
"9605","Morocco"," Anopheles labranchiae"
"9606","Morocco"," Anopheles maculipennis"
"9607","Morocco"," Anopheles marteri"
"9608","Morocco"," Anopheles multicolor"
"9609","Morocco"," Anopheles rhodesiensis"
"9610","Morocco"," Anopheles sergentii"
"9611","Morocco"," Anopheles turkhudi"
"9612","Morocco"," Anopheles ziemanni"
"9613","Morocco"," Cellia cinereus hispaniola"
"9614","Morocco"," Coquillettidia buxtoni"
"9615","Morocco"," Coquillettidia richiardii"
"9616","Morocco"," Culex brumpti"
"9617","Morocco"," Culex deserticola"
"9618","Morocco"," Culex duttoni"
"9619","Morocco"," Culex hortensis"
"9620","Morocco"," Culex impudicus"
"9621","Morocco"," Culex laticinctus"
"9622","Morocco"," Culex martinii"
"9623","Morocco"," Culex mimeticus"
"9624","Morocco"," Culex modestus"
"9625","Morocco"," Culex perexiguus"
"9626","Morocco"," Culex pipiens"
"9627","Morocco"," Culex simpsoni"
"9628","Morocco"," Culex sitiens"
"9629","Morocco"," Culex theileri"
"9630","Morocco"," Culex univittatus"
"9631","Morocco"," Culiseta annulata"
"9632","Morocco"," Culiseta fumipennis"
"9633","Morocco"," Culiseta litorea"
"9634","Morocco"," Culiseta longiareolata"
"9635","Morocco"," Culiseta morsitans"
"9636","Morocco"," Culiseta subochrea"
"9637","Morocco"," Dahliana echinus"
"9638","Morocco"," Dahliana geniculata"
"9639","Morocco"," Hopkinsius ingrami"
"9640","Morocco"," Ochlerotatus albineus"
"9641","Morocco"," Ochlerotatus berlandi"
"9642","Morocco"," Ochlerotatus caspius"
"9643","Morocco"," Ochlerotatus coluzzii"
"9644","Morocco"," Ochlerotatus detritus"
"9645","Morocco"," Ochlerotatus dzeta"
"9646","Morocco"," Ochlerotatus pulcritarsis"
"9647","Morocco"," Ochlerotatus quasirusticus"
"9648","Morocco"," Ochlerotatus rusticus"
"9649","Morocco"," Orthopodomyia pulcripalpis"
"9650","Morocco"," Stegomyia aegypti"
"9651","Morocco"," Uranotaenia balfouri"
"9652","Morocco"," Uranotaenia unguiculata"
"9653","Mozambique","Aedeomyia africana"
"9654","Mozambique"," Aedeomyia furfurea"
"9655","Mozambique"," Aedimorphus cumminsii"
"9656","Mozambique"," Aedimorphus dalzieli"
"9657","Mozambique"," Aedimorphus dentatus"
"9658","Mozambique"," Aedimorphus domesticus"
"9659","Mozambique"," Aedimorphus durbanensis"
"9660","Mozambique"," Aedimorphus leesoni"
"9661","Mozambique"," Aedimorphus ochraceus"
"9662","Mozambique"," Aedimorphus quasiunivittatus"
"9663","Mozambique"," Albuginosus capensis"
"9664","Mozambique"," Albuginosus marshallii"
"9665","Mozambique"," Anopheles arabiensis"
"9666","Mozambique"," Anopheles brunnipes"
"9667","Mozambique"," Anopheles cinereus"
"9668","Mozambique"," Anopheles coustani"
"9669","Mozambique"," Anopheles cydippis"
"9670","Mozambique"," Anopheles demeilloni"
"9671","Mozambique"," Anopheles funestus"
"9672","Mozambique"," Anopheles gambiae"
"9673","Mozambique"," Anopheles leesoni"
"9674","Mozambique"," Anopheles longipalpis"
"9675","Mozambique"," Anopheles maculipalpis"
"9676","Mozambique"," Anopheles marshallii"
"9677","Mozambique"," Anopheles merus"
"9678","Mozambique"," Anopheles mousinhoi"
"9679","Mozambique"," Anopheles nili"
"9680","Mozambique"," Anopheles pharoensis"
"9681","Mozambique"," Anopheles pretoriensis"
"9682","Mozambique"," Anopheles quadriannulatus"
"9683","Mozambique"," Anopheles rhodesiensis"
"9684","Mozambique"," Anopheles rivulorum"
"9685","Mozambique"," Anopheles rufipes"
"9686","Mozambique"," Anopheles seydeli"
"9687","Mozambique"," Anopheles squamosus"
"9688","Mozambique"," Anopheles tenebrosus"
"9689","Mozambique"," Anopheles theileri"
"9690","Mozambique"," Anopheles ziemanni"
"9691","Mozambique"," Catageiomyia minuta"
"9692","Mozambique"," Coquillettidia annettii"
"9693","Mozambique"," Coquillettidia aurea"
"9694","Mozambique"," Coquillettidia aurites"
"9695","Mozambique"," Coquillettidia chrysosoma"
"9696","Mozambique"," Coquillettidia cristata"
"9697","Mozambique"," Coquillettidia maculipennis"
"9698","Mozambique"," Coquillettidia metallica"
"9699","Mozambique"," Coquillettidia microannulata"
"9700","Mozambique"," Coquillettidia wahlbergi"
"9701","Mozambique"," Culex argenteopunctatus"
"9702","Mozambique"," Culex aurantapex"
"9703","Mozambique"," Culex bitaeniorhynchus"
"9704","Mozambique"," Culex guiarti"
"9705","Mozambique"," Culex horridus"
"9706","Mozambique"," Culex inconspicuosus"
"9707","Mozambique"," Culex insignis"
"9708","Mozambique"," Culex lineatus"
"9709","Mozambique"," Culex perfuscus"
"9710","Mozambique"," Culex quinquefasciatus"
"9711","Mozambique"," Culex rima"
"9712","Mozambique"," Culex rubinotus"
"9713","Mozambique"," Culex sitiens"
"9714","Mozambique"," Culex sunyaniensis"
"9715","Mozambique"," Culex telesilla"
"9716","Mozambique"," Culex thalassius"
"9717","Mozambique"," Culex trifilatus"
"9718","Mozambique"," Culex tritaeniorhynchus"
"9719","Mozambique"," Culex univittatus"
"9720","Mozambique"," Culex vansomereni"
"9721","Mozambique"," Culex weschei"
"9722","Mozambique"," Culex zombaensis"
"9723","Mozambique"," Diceromyia adersi"
"9724","Mozambique"," Diceromyia fascipalpis"
"9725","Mozambique"," Eretmapodites subsimplicipes"
"9726","Mozambique"," Ficalbia malfeyti"
"9727","Mozambique"," Ficalbia uniformis"
"9728","Mozambique"," Fredwardsius vittatus"
"9729","Mozambique"," Hopkinsius ingrami"
"9730","Mozambique"," Lutzia tigripes"
"9731","Mozambique"," Mansonia africana"
"9732","Mozambique"," Mansonia uniformis"
"9733","Mozambique"," Mimomyia hispida"
"9734","Mozambique"," Mimomyia lacustris"
"9735","Mozambique"," Mimomyia mediolineata"
"9736","Mozambique"," Mimomyia plumosa"
"9737","Mozambique"," Mimomyia splendens"
"9738","Mozambique"," Mucidus mucidus"
"9739","Mozambique"," Mucidus nigerrimus"
"9740","Mozambique"," Mucidus scatophagoides"
"9741","Mozambique"," Mucidus sudanensis"
"9742","Mozambique"," Neomelaniconion albothorax"
"9743","Mozambique"," Neomelaniconion carteri"
"9744","Mozambique"," Neomelaniconion circumluteolum"
"9745","Mozambique"," 'Ochlerotatus' sensu auctorum fryeri"
"9746","Mozambique"," Oculeomyia annulioris consimilis"
"9747","Mozambique"," Polyleptiomyia albocephala"
"9748","Mozambique"," Pseudarmigeres natalensis"
"9749","Mozambique"," Skusea pembaensis"
"9750","Mozambique"," Stegomyia aegypti"
"9751","Mozambique"," Stegomyia africana"
"9752","Mozambique"," Stegomyia calceata"
"9753","Mozambique"," Stegomyia heischi"
"9754","Mozambique"," Stegomyia subargentea"
"9755","Mozambique"," Stegomyia woodi"
"9756","Mozambique"," Toxorhynchites brevipalpis"
"9757","Mozambique"," Uranotaenia alboabdominalis"
"9758","Mozambique"," Uranotaenia balfouri"
"9759","Mozambique"," Uranotaenia bilineata"
"9760","Mozambique"," Uranotaenia fusca"
"9761","Mozambique"," Uranotaenia hopkinsi"
"9762","Mozambique"," Uranotaenia mashonaensis"
"9763","Mozambique"," Uranotaenia mayeri"
"9764","Mozambique"," Uranotaenia nigromaculata"
"9765","Mozambique"," Uranotaenia nivipous"
"9766","Mozambique"," Uranotaenia pallidocephala"
"9767","Mozambique"," Uranotaenia palmeirimi"
"9768","Mozambique"," Uranotaenia philonuxia"
"9769","Mozambique"," Uranotaenia shillitonis"
"9770","Myanmar (Burma)","Aedimorphus alboscutellatus"
"9771","Myanmar (Burma)"," Aedimorphus caecus"
"9772","Myanmar (Burma)"," Aedimorphus mediolineatus"
"9773","Myanmar (Burma)"," Aedimorphus nigrostriatus"
"9774","Myanmar (Burma)"," Aedimorphus pipersalatus"
"9775","Myanmar (Burma)"," Aedimorphus vexans"
"9776","Myanmar (Burma)"," Anopheles aconitus"
"9777","Myanmar (Burma)"," Anopheles aitkenii"
"9778","Myanmar (Burma)"," Anopheles annularis"
"9779","Myanmar (Burma)"," Anopheles argyropus"
"9780","Myanmar (Burma)"," Anopheles baimaii"
"9781","Myanmar (Burma)"," Anopheles barbirostris"
"9782","Myanmar (Burma)"," Anopheles bengalensis"
"9783","Myanmar (Burma)"," Anopheles culicifacies"
"9784","Myanmar (Burma)"," Anopheles fluviatilis"
"9785","Myanmar (Burma)"," Anopheles gigas"
"9786","Myanmar (Burma)"," Anopheles harrisoni"
"9787","Myanmar (Burma)"," Anopheles insulaeflorum"
"9788","Myanmar (Burma)"," Anopheles jamesii"
"9789","Myanmar (Burma)"," Anopheles jeyporiensis"
"9790","Myanmar (Burma)"," Anopheles karwari"
"9791","Myanmar (Burma)"," Anopheles kochi"
"9792","Myanmar (Burma)"," Anopheles kyondawensis"
"9793","Myanmar (Burma)"," Anopheles lindesayi"
"9794","Myanmar (Burma)"," Anopheles maculatus"
"9795","Myanmar (Burma)"," Anopheles majidi"
"9796","Myanmar (Burma)"," Anopheles minimus"
"9797","Myanmar (Burma)"," Anopheles nigerrimus"
"9798","Myanmar (Burma)"," Anopheles nitidus"
"9799","Myanmar (Burma)"," Anopheles pallidus"
"9800","Myanmar (Burma)"," Anopheles peditaeniatus"
"9801","Myanmar (Burma)"," Anopheles philippinensis"
